rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
,Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",EMI,53,,29,0.3,180305,0.18,0.3,0.648,9,-7.604,0,0.0291,0.012,0.401,0.216,0.117,91.536,331427,4,"alternative rock, britpop, modern rock, oxford indie, pop rock, rock",2003-11-14
,White Rabbits,Percussion Gun,Universal Music Group,41,,114,1.1,199178,0.20,0.5,0.88,0,-6.758,0,0.0473,0.152,0.000845,0.603,0.603,103.231,188307,4,double drumming,2002-01-14
,Flawes,When We Were Young,BMG Rights Management,35,,680,6.8,169221,0.17,0.7,0.798,0,-6.789,1,0.0832,0.0563,4.05E-05,0.171,0.359,115.983,211091,4,uk alternative pop,2007-02-26
,Lene Lovich,Lucky Number,Atlantic Records,43,,116,1.2,104177,0.10,0.7,0.733,5,-10.495,1,0.0494,0.0205,0.000224,0.042,0.833,153.778,171093,4,"gothic rock, new romantic, new wave, new wave pop, zolo",2003-10-14
,Bachelor,Stay in the Car,Atlantic Records,37,,1292,12.9,255631,0.26,0.6,0.569,1,-6.144,0,0.0426,0.0469,0.00891,0.345,0.401,120.011,164731,4,"bubblegrunge, indie rock",2004-01-30
,The Rolling Stones,Gimme Shelter,Sony Music Entertainment,75,,1500,15.0,285147,0.29,0.6,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4,"british invasion, classic rock, rock",2017-08-06
,Pretty Sick,Bet My Blood,BMG Rights Management,1,,13,0.1,162647,0.16,0.4,0.984,9,-4.261,0,0.1,2.29E-05,0.00676,0.321,0.199,103.218,179785,4,lo-fi indie,2016-04-19
,Lou Reed,Walk On the Wild Side,Universal Music Group,75,,621,6.2,104101,0.10,0.6,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,"art rock, classic rock, glam rock, permanent wave, psychedelic rock, rock, singer-songwriter",2001-05-14
,duendita,Open Eyes,EMI,35,,209,2.1,200466,0.20,0.3,0.47,5,-10.144,1,0.037,0.226,0.105,0.518,0.203,144.109,204280,4,"alternative r&b, bedroom soul",2003-05-25
,Gang Of Four,To Hell With Poverty,Atlantic Records,40,,648,6.5,208550,0.21,0.4,0.885,7,-9.635,1,0.149,0.000456,0.0271,0.278,0.231,134.524,299600,4,"alternative rock, art punk, art rock, dance rock, dance-punk, experimental, funk rock, new wave, post-hardcore, post-punk, punk, uk post-punk",2018-07-26
,Sublime,What I Got,Warner Music Group,9,,78,0.8,237194,0.24,0.8,0.693,7,-7.47,1,0.0915,0.00876,0.000916,0.314,0.654,95.721,170907,4,"reggae fusion, ska mexicano, ska punk",2001-01-02
,Kayzo,Breakdown,EMI,49,,1497,15.0,102478,0.10,0.4,0.988,2,-0.846,1,0.446,0.0164,0.000833,0.0727,0.113,179.968,249333,4,"brostep, dubstep, edm, electro house, electronic trap",2018-05-17
,Blur,Out of Time,Sony Music Entertainment,51,,922,9.2,241138,0.24,0.5,0.455,0,-8.603,1,0.0274,0.0424,0.00364,0.364,0.318,138.678,233373,4,"alternative rock, britpop, madchester, modern rock, permanent wave, pop rock, rock",2012-03-13
,Clairmont The Second,intres-ting,BMG Rights Management,44,,91,0.9,228411,0.23,0.8,0.441,7,-9.83,1,0.292,0.16,2.89E-05,0.118,0.371,158.105,137872,4,"canadian hip hop, canadian trap, indie hip hop, indie r&b, toronto rap",2001-08-30
,Ghost King,Slither,Atlantic Records,27,,580,5.8,146703,0.15,0.4,0.845,8,-8.258,1,0.0632,0.549,0.0479,0.106,0.398,170.051,141628,4,brooklyn indie,2012-06-07
,The Blue Stones,Black Holes (Solid Ground),EMI,60,,1348,13.5,294100,0.29,0.6,0.845,11,-4.236,0,0.0362,0.00757,3.66E-05,0.115,0.262,91.98,185960,4,"modern alternative rock, modern blues rock, modern hard rock, modern rock, rock, windsor on indie",2012-11-26
,Andrew Combs,Stars Of Longing,Universal Music Group,26,,510,5.1,107791,0.11,0.5,0.749,0,-6.345,1,0.0294,0.362,0.0102,0.115,0.787,78.968,191040,4,"deep new americana, indie folk, nashville americana, new americana",2016-05-08
,Shriekback,All Lined Up,Warner Music Group,37,,895,9.0,128962,0.13,0.8,0.673,0,-9.761,1,0.0703,0.115,7.85E-05,0.458,0.878,131.254,225640,4,"new romantic, new wave, synthpop",2016-03-13
,girlfriends,Congratulations (feat. Jasiah),Warner Music Group,52,,1475,14.8,244186,0.24,0.6,0.891,11,-3.6,0,0.128,0.00478,0.0,0.0248,0.831,169.979,114809,4,,2021-06-08
,Arctic Monkeys,R U Mine?,Atlantic Records,79,,805,8.1,255087,0.26,0.3,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,201726,4,"garage rock, modern rock, permanent wave, rock, sheffield indie",2019-05-06
,King Nun,Chinese Medicine,EMI,29,,535,5.4,144389,0.14,0.5,0.938,1,-3.116,0,0.14,0.000116,0.000105,0.0835,0.608,162.971,165014,4,english indie rock,2015-12-05
,Passenger,Sword from the Stone,Warner Music Group,65,,506,5.1,105107,0.11,0.6,0.457,0,-9.326,0,0.0352,0.594,4.86E-05,0.136,0.447,79.942,201720,4,"folk-pop, neo mellow, pop, pop rock",2011-08-13
,Jagwar Twin,Happy Face,Sony Music Entertainment,64,,617,6.2,138469,0.14,0.4,0.77,9,-4.728,1,0.06,0.0184,0.0,0.12,0.412,177.542,170733,4,,2002-01-26
,DJ Mehdi,Signatune - Thomas Bangalter Edit,Warner Music Group,44,,699,7.0,138206,0.14,0.5,0.733,4,-9.978,0,0.0771,5.69E-05,0.958,0.605,0.187,122.972,218627,4,"electro house, filter house",2015-03-04
,phem,congratulations,Sony Music Entertainment,51,,1043,10.4,221839,0.22,0.5,0.764,5,-6.419,0,0.193,0.0258,1.98E-06,0.0721,0.61,129.514,132371,5,alt z,2018-03-22
,ARXX,Iron Lung,EMI,27,,664,6.6,103066,0.10,0.3,0.869,4,-4.881,0,0.151,0.00373,0.00745,0.375,0.516,158.497,181371,4,,2002-07-13
,WARGASM (UK),Rage All Over,BMG Rights Management,46,,405,4.1,291464,0.29,0.6,0.944,7,-7.634,1,0.0923,0.00112,0.00012,0.293,0.35,106.483,212714,4,modern alternative rock,2002-09-09
,Iceage,Lockdown Blues,Warner Music Group,35,,1386,13.9,238670,0.24,0.3,0.852,6,-4.439,1,0.0739,0.000697,2.99E-05,0.182,0.489,112.116,236985,3,"art pop, chamber psych, danish alternative rock, danish post-punk, freak folk, garage psych, indie rock, modern rock",2012-07-11
,Lord Huron,I Lied (with Allison Ponthier),EMI,64,,480,4.8,234836,0.23,0.4,0.269,5,-10.769,1,0.0262,0.914,0.261,0.132,0.138,103.877,234383,3,"indie folk, indie pop, stomp and holler",2002-09-08
,Starcrawler,Hollywood Ending,Sony Music Entertainment,31,,110,1.1,101377,0.10,0.3,0.912,4,-3.39,0,0.0514,0.0016,0.000973,0.132,0.652,132.609,205933,4,,2018-08-16
,For Those I Love,You Stayed / To Live,Sony Music Entertainment,42,,740,7.4,282991,0.28,0.6,0.915,6,-5.39,0,0.07,0.00759,0.00559,0.326,0.211,134.976,327107,4,irish hip hop,2018-08-04
,Tony Joe White,Bubba Jones,Universal Music Group,36,,34,0.3,109853,0.11,0.4,0.609,0,-7.232,1,0.0451,0.332,0.000933,0.126,0.528,169.748,266013,4,"blues, blues rock, classic rock, country rock, electric blues, louisiana blues, modern blues, roots rock, swamp blues, swamp pop, swamp rock",2013-04-08
,PACKS,Two Hands,EMI,27,,527,5.3,260963,0.26,0.5,0.62,1,-6.939,1,0.0358,0.359,1.24E-06,0.142,0.324,120.062,123039,4,,2002-06-11
,Candi Carpenter,The River Knows How,Universal Music Group,0,,390,3.9,187056,0.19,0.4,0.613,0,-6.926,1,0.0287,0.148,0.0,0.129,0.511,89.699,237360,4,,2001-02-06
,Robert Finley,Country Boy,Warner Music Group,44,,826,8.3,114782,0.11,0.7,0.727,7,-7.619,1,0.0648,0.0431,0.021,0.102,0.731,143.551,344973,4,funk,2001-07-30
,Blac Rabbit,Seize the Day,Atlantic Records,34,,775,7.8,122043,0.12,0.4,0.715,5,-7.718,1,0.0452,0.00394,0.000383,0.313,0.498,146.105,302877,4,neo-psychedelic,2016-05-27
,Sean Leon,free,Atlantic Records,34,,684,6.8,227362,0.23,0.7,0.502,10,-9.4,0,0.0587,0.481,0.00028,0.0866,0.296,103.985,151731,4,"canadian hip hop, toronto rap, trap soul, underground hip hop",2012-07-22
,FIDLAR,Cant You See,Universal Music Group,44,,625,6.3,286639,0.29,0.6,0.884,2,-4.003,1,0.157,0.00979,0.000205,0.115,0.912,169.967,178438,4,"australian garage punk, indie garage rock, noise pop",2020-01-10
,Jade Bird,Open up the Heavens,Atlantic Records,52,,861,8.6,176732,0.18,0.6,0.797,0,-4.914,1,0.029,0.0333,2.05E-05,0.129,0.801,132.104,161120,4,"folk-pop, indie folk, new americana, uk americana",2000-09-04
,Altin Gün,Yüce Dağ Başında,Sony Music Entertainment,48,,237,2.4,211144,0.21,0.8,0.569,7,-9.301,0,0.0498,0.0571,0.00242,0.0938,0.831,111.974,258316,4,"dutch indie, turkish psych",2011-09-17
,Angela Muñoz,Can I Get Your Name,Universal Music Group,45,,947,9.5,143680,0.14,0.6,0.465,0,-7.294,1,0.0317,0.632,0.00988,0.113,0.321,74.955,237827,4,,2013-05-02
,Momma,Habitat,Universal Music Group,31,,827,8.3,139317,0.14,0.4,0.541,2,-9.348,1,0.0295,0.0494,0.322,0.195,0.166,171.999,305379,1,"bubblegrunge, small room",2016-02-25
,Jonathan Tyler,Old Friend,Sony Music Entertainment,45,,140,1.4,272621,0.27,0.7,0.507,7,-7.523,1,0.0253,0.278,7.28E-05,0.0932,0.735,94.008,265802,4,"deep new americana, modern blues rock",2001-12-30
,Jess Locke,Universe,EMI,28,,190,1.9,174360,0.17,0.7,0.543,11,-7.154,0,0.026,0.0852,5.37E-06,0.295,0.419,97.029,219753,4,melbourne indie,2013-01-04
,Stiff Little Fingers,Alternative Ulster,Universal Music Group,53,,1466,14.7,295382,0.30,0.4,0.971,11,-5.855,0,0.177,0.0148,1.34E-05,0.255,0.24,118.369,163880,4,"hardcore punk, northern irish punk, oi, pub rock, punk, ska",2004-02-07
,Lower Than Atlantis,Had Enough,BMG Rights Management,45,,270,2.7,223924,0.22,0.6,0.823,2,-4.851,1,0.097,0.0029,0.00017,0.492,0.525,93.504,200760,4,"british alternative rock, modern alternative rock, modern rock",2001-11-09
,Interpol,All The Rage Back Home,EMI,51,,237,2.4,129060,0.13,0.3,0.91,7,-5.759,1,0.0571,4.12E-05,0.571,0.277,0.367,84.499,262427,4,"alternative dance, alternative rock, dance-punk, indie rock, modern rock, new rave, rock",2011-03-13
,Modest Mouse,We Are Between,Warner Music Group,63,,98,1.0,298483,0.30,0.6,0.91,11,-3.175,0,0.0444,0.00956,0.000301,0.343,0.407,128.973,232907,3,"alternative rock, double drumming, indie pop, indie rock, modern rock, rock, washington indie",2008-07-12
,Loverground,Be Patient,Warner Music Group,52,,621,6.2,160568,0.16,0.7,0.462,0,-13.723,1,0.032,0.224,0.217,0.0987,0.35,114.036,216794,4,,2013-11-22
,PJ Harvey,Good Fortune,BMG Rights Management,52,,292,2.9,242767,0.24,0.6,0.669,7,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,200200,4,"alternative rock, art pop, art rock, lilith, melancholia, permanent wave, piano rock, rock, singer-songwriter",2009-09-02
,Spare Parts For Broken Hearts,Big Win,Atlantic Records,24,,432,4.3,162305,0.16,0.5,0.71,7,-9.06,1,0.0307,0.000981,4.6E-05,0.228,0.418,122.003,205687,4,,2004-07-15
,King Gizzard & The Lizard Wizard,Work This Time,Universal Music Group,61,,600,6.0,159758,0.16,0.5,0.491,1,-6.249,0,0.193,0.154,0.1,0.136,0.54,113.996,276893,1,"australian indie, australian psych, double drumming, neo-psychedelic",2019-12-08
,Shocking Blue,Send Me A Postcard,Atlantic Records,53,,1447,14.5,283362,0.28,0.3,0.81,11,-8.098,1,0.0448,0.0017,0.000409,0.119,0.667,153.801,160827,4,"classic rock, folk rock, nederpop",2020-12-27
,Soundgarden,Black Hole Sun,BMG Rights Management,76,,703,7.0,194297,0.19,0.4,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587,4,"alternative metal, alternative rock, blues rock, grunge, hard rock, modern rock, nu metal, rock",2018-06-19
,Blackout Problems,MURDERER,Universal Music Group,11,,459,4.6,196942,0.20,0.4,0.622,11,-6.239,1,0.0867,0.00048,0.0,0.311,0.217,120.117,268155,4,"german alternative rock, german punk rock, german rock, modern alternative rock, munich indie",2010-05-27
,Adam Chaffins,Now I Dont Know,Universal Music Group,33,,684,6.8,295060,0.30,0.6,0.6,5,-4.465,1,0.0915,0.304,0.00105,0.102,0.757,132.447,211133,4,kentucky roots,2000-10-04
,Sleeping Wolf,You Dont Know What Its Like,Universal Music Group,31,,785,7.9,120035,0.12,0.5,0.407,2,-8.798,0,0.0288,0.057,9.9E-05,0.122,0.34,77.522,192533,4,"indie poptimism, modern alternative rock",2004-07-20
,Tears For Fears,Mad World,Warner Music Group,65,,799,8.0,266038,0.27,0.6,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400,4,"new romantic, new wave, new wave pop, permanent wave, rock, soft rock, sophisti-pop, synthpop",2007-04-18
,LCD Soundsystem,Someone Great,EMI,60,,649,6.5,246534,0.25,0.7,0.894,7,-5.903,1,0.0325,0.0418,0.00374,0.11,0.396,113.003,390013,4,"alternative dance, alternative rock, dance rock, dance-punk, electronic rock, electronica, indie pop, indie rock, indietronica, modern rock, new rave, rock",2009-09-17
,Naia Izumi,Soft Spoken,EMI,36,,1385,13.9,138318,0.14,0.4,0.309,9,-12.458,0,0.0888,0.156,1.87E-06,0.0642,0.531,176.19,264000,3,,2021-04-15
,Hinds,Riding Solo,Sony Music Entertainment,37,,885,8.9,229912,0.23,0.4,0.91,2,-5.285,1,0.0482,0.000125,0.204,0.196,0.537,175.978,216987,4,"bubblegrunge, indie surf",2001-02-19
,Jade Bird,I Get No Joy,Atlantic Records,43,,1015,10.2,157000,0.16,0.7,0.722,5,-5.497,1,0.0855,0.364,0.0,0.0605,0.717,91.962,162070,4,"folk-pop, indie folk, new americana, uk americana",2020-04-26
,Martha Hill,Grilled Cheese,Warner Music Group,34,,355,3.6,261977,0.26,0.7,0.596,2,-5.49,1,0.0431,0.0262,2.65E-05,0.0592,0.449,130.066,203060,4,newcastle indie,2006-12-23
,BLOXX,Off My Mind,Atlantic Records,35,,489,4.9,232990,0.23,0.6,0.741,2,-5.64,1,0.0395,0.0122,0.0,0.371,0.771,104.056,189466,4,"english indie rock, modern alternative rock",2020-07-18
,Royal Blood,Troubles Coming,Warner Music Group,3,,1309,13.1,261185,0.26,0.8,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400,4,"brighton indie, garage rock, modern alternative rock, modern blues rock, modern hard rock, modern rock, rock",2011-12-19
,Kaiser Chiefs,Never Miss A Beat,Warner Music Group,48,,1141,11.4,186298,0.19,0.5,0.907,0,-4.011,1,0.0391,1.93E-05,0.336,0.573,0.547,156.05,188853,4,"alternative rock, dance-punk, modern rock, rock",2007-05-15
,bonsi,Mouth of Shame,EMI,32,,329,3.3,145572,0.15,0.5,0.539,4,-12.652,0,0.241,0.5,0.00714,0.132,0.0824,115.083,221217,4,,2020-12-07
,Figueroa,Back to the Stars,Atlantic Records,35,,949,9.5,272557,0.27,0.4,0.569,4,-7.56,1,0.0303,0.000302,0.606,0.104,0.0352,140.02,366957,4,,2010-02-02
,Savel,Forgetting - Tennyson Remix,Warner Music Group,36,,33,0.3,119828,0.12,0.3,0.45,6,-13.748,1,0.0501,0.37,0.947,0.137,0.141,171.042,212992,3,,2014-07-16
,Blur,Country House - 2012 Remaster,EMI,57,,385,3.9,176637,0.18,0.3,0.885,9,-6.606,1,0.0924,0.205,0.0,0.123,0.589,175.294,236960,4,"alternative rock, britpop, madchester, modern rock, permanent wave, pop rock, rock",2013-06-15
,Cadence Weapon,Ghost,Warner Music Group,29,,195,2.0,235248,0.24,0.8,0.583,1,-5.84,1,0.223,0.0242,1.05E-06,0.267,0.382,136.017,134317,4,"alberta hip hop, canadian hip hop, experimental hip hop",2000-07-06
,Blur,Parklife,EMI,61,,757,7.6,244408,0.24,0.6,0.891,4,-6.094,1,0.0676,0.121,0.0,0.281,0.722,138.79,185093,4,"alternative rock, britpop, madchester, modern rock, permanent wave, pop rock, rock",2016-12-09
,Chastity Belt,The Process,Universal Music Group,34,,491,4.9,223518,0.22,0.6,0.657,2,-8.673,0,0.0274,0.362,0.532,0.156,0.288,125.0,293026,4,"bubblegrunge, indie garage rock, indie punk, indie rock, indie surf",2000-05-25
,Roger Eno,Verdigris,Universal Music Group,37,,1457,14.6,125546,0.13,0.2,0.00301,3,-32.42,1,0.0482,0.991,0.887,0.0792,0.0387,72.248,243307,5,"ambient, art rock, compositional ambient, fourth world",2008-03-04
,The Sundays,Heres Where The Story Ends,Warner Music Group,53,,866,8.7,256088,0.26,0.6,0.693,7,-8.619,1,0.0274,0.288,1.06E-06,0.136,0.843,109.055,230040,4,"alternative pop, alternative rock, dream pop, lilith, new wave, new wave pop, pop rock",2011-06-22
,Lou Reed,"I Love You, Suzanne",Warner Music Group,41,,627,6.3,284388,0.28,0.5,0.858,2,-6.971,1,0.115,0.102,0.36,0.126,0.787,162.936,197707,4,"art rock, classic rock, glam rock, permanent wave, psychedelic rock, rock, singer-songwriter",2017-05-31
,Hot Hot Heat,Middle of Nowhere,Atlantic Records,49,,1009,10.1,173243,0.17,0.6,0.971,7,-3.478,1,0.0543,0.0518,4.24E-05,0.265,0.778,139.27,241333,4,"alternative dance, canadian rock, dance-punk, indie rock, modern rock, new rave, victoria bc indie",2021-10-17
,Middle Kids,Stacking Chairs,Atlantic Records,39,,828,8.3,159159,0.16,0.5,0.758,8,-5.991,1,0.0262,0.0267,0.000376,0.213,0.486,109.975,188347,4,"australian indie, australian pop, indie pop, sydney indie",2013-09-25
,Moon Duo,Eye 2 Eye,Universal Music Group,30,,1366,13.7,213101,0.21,0.6,0.972,9,-6.614,1,0.0511,0.0103,0.748,0.128,0.638,130.002,261757,4,"chamber psych, freak folk, garage psych, neo-kraut, neo-psychedelic, nu gaze, space rock",2015-06-28
,Calva Louise,Belicoso,Warner Music Group,39,,848,8.5,245145,0.25,0.5,0.868,9,-8.532,1,0.0634,0.000776,0.000342,0.358,0.372,140.06,169710,4,"english indie rock, modern alternative rock",2011-07-24
,Ben Howard,What A Day - Edit,Sony Music Entertainment,59,,905,9.1,245275,0.25,0.7,0.434,7,-9.03,1,0.0278,0.539,0.0732,0.0906,0.593,136.018,257773,4,"british singer-songwriter, folk-pop, indie folk, neo mellow, stomp and holler",2000-06-01
,Narrow Head,Ponderosa Sun Club,Warner Music Group,35,,1049,10.5,299400,0.30,0.2,0.979,4,-4.063,1,0.0975,0.000202,0.0174,0.343,0.247,159.907,236869,4,"american shoegaze, indie punk, nu gaze",2001-05-14
,Bloc Party,Banquet,Sony Music Entertainment,64,,776,7.8,182976,0.18,0.6,0.936,10,-4.913,0,0.0512,0.000128,0.0146,0.0828,0.879,150.234,201360,4,"alternative dance, dance-punk, indie rock, modern rock, new rave, rock",2012-10-06
,Major Murphy,In the Meantime,Sony Music Entertainment,28,,409,4.1,165150,0.17,0.6,0.931,4,-5.403,1,0.0411,0.00103,0.000897,0.106,0.59,121.974,226583,4,grand rapids indie,2006-01-03
,Dream Wife,Hasta La Vista,BMG Rights Management,36,,654,6.5,292266,0.29,0.9,0.626,4,-5.996,1,0.0383,0.0483,0.000113,0.102,0.859,123.134,222215,4,"chamber psych, icelandic indie, modern alternative rock",2013-01-29
,lentra,o shit!,Atlantic Records,55,,66,0.7,194494,0.19,0.8,0.631,1,-7.876,1,0.106,0.875,0.0123,0.109,0.792,106.863,136822,4,canadian hip hop,2001-07-01
,Lou Reed,Perfect Day,Atlantic Records,69,,995,10.0,282248,0.28,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3,"art rock, classic rock, glam rock, permanent wave, psychedelic rock, rock, singer-songwriter",2018-07-26
,Foo Fighters,Chasing Birds,Atlantic Records,56,,644,6.4,163518,0.16,0.6,0.532,2,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993,252293,4,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",2014-01-25
,Sorry,Starstruck - Single Version,Sony Music Entertainment,53,,1082,10.8,187069,0.19,0.6,0.759,11,-7.246,0,0.034,0.0569,0.302,0.169,0.861,124.504,204080,4,"bubblegrunge, chamber psych, english indie rock, modern alternative rock, uk post-punk revival",2000-08-30
,Gizelle Smith,Better Remember (Theyre Controlling You),Universal Music Group,20,,100,1.0,205487,0.21,0.6,0.633,11,-8.247,0,0.0603,0.16,3.94E-05,0.182,0.706,92.052,338750,4,deep funk,2008-08-03
,Josiah and the Bonnevilles,Stolen Love,Warner Music Group,50,,658,6.6,210566,0.21,0.5,0.693,1,-7.47,1,0.0262,0.00613,4.38E-06,0.205,0.448,112.012,223160,4,"deep new americana, indie folk, modern folk rock, stomp and holler",2020-12-06
,The Vines,Get Free,Atlantic Records,62,,144,1.4,218564,0.22,0.5,0.978,7,-3.278,1,0.0649,0.000163,1.27E-06,0.287,0.603,138.811,126573,4,"alternative rock, dance-punk, garage rock, modern rock, new rave, punk blues, rock",2015-11-25
,Poté,Young Lies,EMI,54,,10,0.1,276213,0.28,0.7,0.673,1,-8.295,1,0.0643,0.0206,0.0176,0.327,0.389,121.008,230840,4,,2002-09-26
,Oasis,Live Forever,BMG Rights Management,58,,1382,13.8,223865,0.22,0.3,0.776,9,-5.32,0,0.0325,9.27E-06,9.51E-06,0.369,0.219,90.59,276867,4,"beatlesque, britpop, madchester, permanent wave, rock",2021-12-30
,The Presets,Are You The One? - Simian Mobile Disco Remix,Warner Music Group,13,,530,5.3,154292,0.15,0.7,0.863,11,-4.875,0,0.0563,0.000279,0.268,0.0668,0.817,126.971,320667,4,"alternative dance, australian dance, australian indie, dance-punk, electronica, electropop, indietronica, new rave",2001-11-17
,Hockey Dad,I Missed Out,Universal Music Group,41,,238,2.4,148870,0.15,0.3,0.963,10,-3.881,0,0.0726,0.000146,1.41E-06,0.173,0.306,86.187,213448,4,"australian garage punk, australian indie, indie surf",2017-05-31
,Jacques Greene,Promise,EMI,43,,259,2.6,265690,0.27,0.6,0.468,8,-8.959,0,0.047,0.794,0.905,0.216,0.079,155.006,209806,4,"bass music, canadian electronic, electronica, escape room, float house, future garage, microhouse, wonky",2010-11-09
,YONAKA,Call Me a Saint,Atlantic Records,56,,736,7.4,136667,0.14,0.5,0.685,9,-6.48,0,0.0423,0.0421,0.0,0.0674,0.508,146.997,200067,4,"brighton indie, modern alternative rock, modern rock, rock",2010-02-13
,Yuksek,Tonight,Sony Music Entertainment,28,,954,9.5,229437,0.23,0.7,0.758,8,-3.955,1,0.0471,0.0247,0.00487,0.0708,0.307,128.974,255293,4,"alternative dance, disco house, electrofox, electronica, filter house, french indie pop, french indietronica, new french touch, new rave, nu disco",2014-04-11
,Small Faces,Itchycoo Park,BMG Rights Management,55,,1394,13.9,179828,0.18,0.6,0.555,9,-9.801,1,0.072,0.58,1.64E-06,0.119,0.556,127.267,166680,4,"art rock, blues rock, brill building pop, british blues, british invasion, bubblegum pop, classic garage rock, classic rock, classic uk pop, folk rock, freakbeat, merseybeat, protopunk, psychedelic rock, pub rock, rock",2016-09-01
,NewDad,Drown,Universal Music Group,39,,480,4.8,161611,0.16,0.5,0.65,1,-7.343,0,0.0392,0.458,0.932,0.105,0.57,147.99,190720,4,irish indie rock,2011-09-29
,Half the Animal,Magic,BMG Rights Management,43,,376,3.8,117453,0.12,0.5,0.654,1,-6.454,0,0.0813,0.0296,1.49E-06,0.0595,0.511,170.138,210820,5,,2003-12-15
,Soulex,Rich Girl,Warner Music Group,46,,677,6.8,139193,0.14,0.5,0.911,7,-3.766,1,0.0591,0.00875,0.000443,0.361,0.308,149.985,225600,4,,2005-08-08
,BOYTOY,NY Rip Off,BMG Rights Management,25,,134,1.3,206077,0.21,0.7,0.783,5,-7.073,0,0.0334,0.0533,0.00162,0.11,0.899,128.031,204406,4,modern power pop,2003-10-13
,Talking Heads,Once in a Lifetime - 2005 Remaster,Universal Music Group,70,,554,5.5,102199,0.10,0.6,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4,"art punk, art rock, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",2002-04-03
,my bloody valentine,All I Need,Warner Music Group,44,,1059,10.6,213724,0.21,0.3,0.953,6,-7.701,0,0.128,0.000444,0.862,0.258,0.0865,107.395,185027,4,"alternative rock, art rock, dream pop, noise pop, nu gaze, rock, shoegaze",2010-04-16
,Muse,Supermassive Black Hole,Warner Music Group,76,,1031,10.3,135653,0.14,0.7,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,4,"modern rock, permanent wave, rock",2008-10-30
,renforshort,fall apart (with glaive),Universal Music Group,55,,1107,11.1,153245,0.15,0.6,0.747,10,-6.237,1,0.0943,0.13,2.93E-05,0.108,0.3,158.051,155275,4,"alt z, canadian pop, pop, social media pop",2015-09-20
,Bloc Party,Banquet - Phones Disco Edit,Warner Music Group,28,,1025,10.3,121735,0.12,0.6,0.875,10,-8.536,0,0.0421,0.000722,0.111,0.483,0.934,149.98,324667,4,"alternative dance, dance-punk, indie rock, modern rock, new rave, rock",2018-06-28
,Skalpel,Escape - Hania Rani Remix,Warner Music Group,47,,1302,13.0,283611,0.28,0.3,0.361,7,-18.788,0,0.0333,0.949,0.913,0.19,0.0516,117.0,267330,4,"electronica, jazztronica, ninja, nu jazz, polish electronica, trip hop",2017-10-31
,Radiohead,Just,Sony Music Entertainment,63,,1412,14.1,219322,0.22,0.3,0.767,7,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800,4,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",2005-02-06
,Hiatus Kaiyote,Get Sun (feat. Arthur Verocai) - Pocket Size Radio Edit,Sony Music Entertainment,55,,655,6.6,133524,0.13,0.3,0.632,7,-6.852,1,0.0878,0.0206,0.000429,0.0714,0.467,90.713,280375,4,"australian r&b, indie jazz, indie soul, neo soul, shiver pop",2021-05-09
,Psychic Temple,You Aint a Star,Sony Music Entertainment,29,,318,3.2,136410,0.14,0.4,0.595,11,-7.73,0,0.0298,0.105,0.25,0.2,0.772,167.371,189893,4,neo-psychedelic,2002-12-09
,Death From Above 1979,Virgins,EMI,41,,883,8.8,264153,0.26,0.3,0.957,0,-2.189,1,0.0737,3.94E-05,0.0,0.212,0.418,90.071,188280,4,"alternative dance, alternative rock, canadian rock, dance-punk, garage rock, indie rock, indietronica, modern alternative rock, modern rock, new rave, rock",2011-10-20
,Starcrawler,Bet My Brains,Universal Music Group,39,,919,9.2,186181,0.19,0.5,0.875,7,-4.089,1,0.0435,0.000787,0.0169,0.203,0.581,123.928,233400,4,,2009-09-24
,KID BRUNSWICK,When You Were Young,Atlantic Records,48,,1292,12.9,180685,0.18,0.5,0.718,1,-6.129,0,0.0439,0.00183,0.0,0.14,0.713,199.992,187907,4,,2007-02-10
