rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
,Tee Grizzley,Late Night Calls,Warner Music Group,53,,1186,11.9,152350,0.15,0.8,0.533,1,-6.279,1,0.206,0.121,0.0,0.107,0.0979,131.923,174545,4,"detroit hip hop, detroit trap, hip hop, rap, southern hip hop, trap",2018-03-14
,Lukach,בולבול ממוצע,Warner Music Group,20,,629,6.3,285739,0.29,0.7,0.627,9,-6.546,1,0.203,0.0245,1.25E-06,0.135,0.172,83.998,238542,4,"israeli hip hop, israeli trap",2013-08-07
,Rejjie Snow,Cookie Chips,Atlantic Records,58,,206,2.1,252088,0.25,0.5,0.635,5,-7.697,1,0.275,0.45,0.000108,0.114,0.555,91.926,259907,4,"hip hop, indie soul, irish hip hop, rap",2020-03-21
,Pop Smoke,AP - Music from the film Boogie,Warner Music Group,80,,432,4.3,106936,0.11,0.8,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014,171892,4,brooklyn drill,2004-02-27
,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),EMI,85,,964,9.6,265276,0.27,0.8,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4,"brooklyn drill, melodic rap, nyc rap",2013-07-31
,Onyx,Slam,Sony Music Entertainment,62,,736,7.4,111166,0.11,0.9,0.71,11,-12.908,1,0.347,0.0654,0.00312,0.918,0.724,98.305,218333,4,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",2016-01-28
,Manga Saint Hilare,Top Boy Spitter (Never Been),BMG Rights Management,30,,1049,10.5,113687,0.11,0.5,0.665,7,-14.625,0,0.295,0.586,0.0,0.163,0.627,140.047,150857,4,"grime, uk alternative hip hop",2014-09-15
,Tuna,הכל זה בצוות,Universal Music Group,36,,594,5.9,278942,0.28,0.6,0.503,9,-11.104,1,0.258,0.0392,0.00208,0.138,0.0635,136.809,391093,4,"israeli hip hop, israeli pop",2004-02-04
,Lil Tjay,Born 2 Be Great,EMI,70,,1406,14.1,174765,0.17,0.6,0.512,8,-7.837,0,0.0737,0.58,0.0,0.0996,0.192,95.733,170000,4,"brooklyn drill, melodic rap, nyc rap",2017-10-12
,Prince Party,Departure,Universal Music Group,31,,1305,13.1,118895,0.12,0.7,0.423,11,-12.817,0,0.123,0.595,0.0,0.2,0.672,124.045,193750,4,,2005-12-06
,Morray,Trenches,Universal Music Group,58,,1270,12.7,226580,0.23,0.6,0.607,2,-8.066,1,0.47,0.00685,0.0,0.0786,0.403,161.796,193200,3,,2005-12-12
,John Legend,Hang on in There,Warner Music Group,32,,1274,12.7,174913,0.17,0.4,0.686,9,-7.004,1,0.048,0.318,8.79E-06,0.239,0.611,84.01,435373,4,"neo soul, pop, pop soul, r&b, urban contemporary",2019-11-09
,Spoonie Gee,Love Rap,EMI,29,,1115,11.2,156753,0.16,0.8,0.893,1,-10.005,1,0.123,0.0496,0.0,0.105,0.962,106.843,342093,4,"electro, harlem hip hop, hip house, old school hip hop",2002-05-05
,Lil Durk,Backdoor,Atlantic Records,59,,33,0.3,286293,0.29,0.7,0.549,4,-7.597,0,0.311,0.107,3.51E-06,0.27,0.229,82.069,200000,4,"chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap",2020-06-07
,SpotemGottem,Federal,EMI,55,,560,5.6,130786,0.13,0.7,0.616,5,-6.224,0,0.428,0.265,0.0,0.106,0.411,81.914,128832,4,"florida rap, viral rap",2008-03-30
,Babyface Ray,Paperwork Party - Remix,BMG Rights Management,47,,1419,14.2,238518,0.24,0.8,0.531,5,-8.728,0,0.298,0.276,0.0,0.15,0.508,100.027,202067,4,"cali rap, detroit trap, vapor trap",2021-09-05
,Unknown T,WW2,Sony Music Entertainment,64,,511,5.1,186010,0.19,0.8,0.651,11,-8.194,0,0.388,0.412,9.89E-06,0.234,0.733,145.149,201983,4,"uk alternative hip hop, uk drill, uk hip hop",2005-02-04
,Outkast,Players Ball,EMI,60,,360,3.6,140334,0.14,0.9,0.764,1,-6.304,1,0.246,0.0398,0.0,0.425,0.578,93.071,261267,4,"atl hip hop, dirty south rap, hip hop, rap, southern hip hop",2015-04-11
,Nicki Minaj,Fractions,Sony Music Entertainment,75,,671,6.7,177456,0.18,0.9,0.523,0,-6.362,1,0.132,0.011,0.0,0.17,0.144,131.892,181690,4,"dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop",2007-01-07
,Masego,Mystery Lady (feat. Don Toliver),Universal Music Group,76,,422,4.2,131933,0.13,0.7,0.494,3,-7.957,0,0.141,0.393,0.0,0.0982,0.624,76.006,228453,4,"alternative r&b, indie soul",2015-11-25
,Dexta Daps,Scripture,Universal Music Group,53,,324,3.2,202111,0.20,0.7,0.69,7,-6.242,1,0.163,0.264,3.68E-06,0.16,0.449,110.009,193280,4,"dancehall, riddim",2004-11-24
,Westy,Only the Rated,Sony Music Entertainment,21,,39,0.4,206449,0.21,0.8,0.31,0,-10.792,1,0.0655,0.00423,0.256,0.0858,0.203,140.009,166766,4,instrumental grime,2012-05-10
,Tion Wayne,Deluded (feat. MIST),Universal Music Group,63,,1356,13.6,239054,0.24,0.7,0.609,8,-7.545,0,0.54,0.163,0.0,0.0965,0.511,139.798,181256,4,"london rap, uk hip hop",2012-06-17
,Stove God Cooks,Dope,EMI,53,,52,0.5,226612,0.23,0.5,0.428,10,-11.498,0,0.494,0.154,0.0,0.18,0.137,166.502,165322,4,"boom bap, upstate ny rap",2007-08-30
,YBN Nahmir,Opp Stoppa (feat. Lil Eazzyy),Universal Music Group,57,,363,3.6,165815,0.17,0.8,0.367,7,-4.267,1,0.126,0.0297,0.0,0.151,0.212,78.009,135421,4,"alabama rap, pop rap, rap, trap, vapor trap, viral rap",2008-09-10
,Snoop Dogg,Beautiful,Sony Music Entertainment,63,,935,9.4,209851,0.21,0.9,0.695,11,-6.268,0,0.135,0.246,0.0,0.0808,0.961,101.007,298307,4,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",2000-06-17
,LBS Keevin,Thats Life (feat. OMB Peezy),BMG Rights Management,43,,273,2.7,282135,0.28,0.6,0.666,8,-6.144,0,0.416,0.193,0.0,0.105,0.515,85.037,187847,4,florida rap,2008-06-30
,Ravid Plotnik,מדינת משטרה,Universal Music Group,35,,1377,13.8,165688,0.17,0.7,0.532,2,-10.13,0,0.0596,0.157,0.0233,0.694,0.456,130.021,241080,4,"israeli hip hop, israeli trap",2008-01-25
,Beastie Boys,"Hold It Now, Hit It",Universal Music Group,48,,295,3.0,280418,0.28,0.8,0.738,6,-8.768,0,0.355,0.0123,0.0,0.351,0.891,95.3,206213,4,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock",2002-06-18
,Zaytoven,"The Click (feat. Zaybang, Lil Bean, KxNG LLAMA, Lil Yee, Prezi & Lil Pete)",Sony Music Entertainment,48,,792,7.9,231705,0.23,0.9,0.544,7,-7.465,0,0.291,0.174,0.00528,0.373,0.43,100.024,150379,4,"atl hip hop, atl trap, dirty south rap, gangster rap, melodic rap, rap, southern hip hop, trap, vapor trap",2011-06-24
,Sonna,Somethings Gotta Give,Sony Music Entertainment,31,,817,8.2,241916,0.24,0.7,0.463,1,-7.806,0,0.086,0.413,0.0,0.232,0.497,84.903,140965,4,,2011-07-26
,Jay Loud,Need It Back,Warner Music Group,47,,934,9.3,103984,0.10,0.8,0.461,4,-8.542,0,0.0592,0.224,0.0,0.111,0.399,106.006,242480,5,indiana hip hop,2021-12-25
,Reyanna Maria,So Pretty,Universal Music Group,71,,225,2.3,241017,0.24,0.8,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,85742,4,,2007-09-28
,slowthai,nhs,Universal Music Group,55,,371,3.7,173438,0.17,0.7,0.427,0,-10.505,1,0.33,0.592,0.0,0.304,0.463,140.035,206200,4,"hip hop, rap, uk alternative hip hop, uk hip hop, underground hip hop",2013-11-20
,Dexplicit,Waterboy,Warner Music Group,15,,823,8.2,174243,0.17,0.8,0.43,10,-12.244,0,0.239,0.0148,0.973,0.199,0.135,140.049,189030,4,"bassline, grime, instrumental grime",2005-07-15
,Compton Av,Birthday (feat. Kalan.FrFr & Chris OBannon),Sony Music Entertainment,35,,1339,13.4,216397,0.22,0.8,0.567,7,-8.292,0,0.0625,0.0368,0.0,0.0904,0.741,99.984,214922,4,west coast trap,2014-07-16
,YG,FTP,Sony Music Entertainment,44,,150,1.5,100192,0.10,0.8,0.506,11,-8.749,0,0.236,0.0136,3.95E-05,0.349,0.395,99.978,162191,4,"cali rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2010-09-12
,Popp Hunna,Adderall (Corvette Corvette) - Remix,Warner Music Group,70,,1261,12.6,101302,0.10,0.9,0.718,4,-3.545,0,0.299,0.217,0.0,0.189,0.677,141.06,176383,4,"philly rap, viral rap",2018-02-17
,OMB Peezy,Love Is Blind,EMI,47,,374,3.7,158221,0.16,0.6,0.661,5,-5.943,0,0.233,0.0968,0.0,0.153,0.335,174.257,166331,3,"alabama rap, baton rouge rap, cali rap, deep southern trap, sacramento hip hop, trap",2008-01-04
,Lil Tjay,Calling My Phone,Warner Music Group,89,,305,3.1,251081,0.25,0.9,0.393,4,-7.636,0,0.0539,0.451,1.35E-06,0.135,0.202,104.949,205458,4,"brooklyn drill, melodic rap, nyc rap",2008-10-28
,Amber Mark,My People,Warner Music Group,38,,322,3.2,236306,0.24,0.7,0.47,1,-8.293,1,0.0392,0.662,0.000232,0.0905,0.628,147.942,231997,4,"alternative r&b, chill r&b, indie r&b, indie soul, nyc pop",2005-06-29
,347aidan,Dancing in My Room,Atlantic Records,82,,747,7.5,133759,0.13,1.0,0.413,8,-11.052,0,0.101,0.671,7.95E-05,0.17,0.764,119.993,180139,4,sad rap,2018-11-15
,Lil Baby,Real As It Gets (feat. EST Gee),BMG Rights Management,80,,701,7.0,240312,0.24,0.8,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,192804,4,"atl hip hop, atl trap, rap, trap",2014-06-04
,LiL Lotus,Fake Love,BMG Rights Management,50,,663,6.6,155633,0.16,0.7,0.686,9,-6.312,1,0.176,0.236,0.0,0.646,0.8,174.017,136464,4,"emo rap, sad rap, underground hip hop",2014-02-25
,Iamdoechii,Black Girl Memoir,EMI,47,,580,5.8,207616,0.21,0.8,0.597,0,-11.991,1,0.318,0.0448,0.0,0.099,0.383,86.025,220465,4,escape room,2005-04-20
,Foxy Brown,Oh Yeah,Atlantic Records,52,,1206,12.1,192633,0.19,0.6,0.691,10,-7.041,0,0.308,0.00452,3.17E-06,0.0614,0.762,170.446,260827,4,"east coast hip hop, hip hop, hip pop, pop rap, r&b, rap",2014-08-15
,Yvette,Outside,Atlantic Records,65,,1404,14.0,129936,0.13,0.8,0.667,1,-5.638,1,0.222,0.044,1.47E-05,0.169,0.256,94.993,122568,4,,2016-02-04
,Lil Baby,On Me (Remix) (with Megan Thee Stallion),Universal Music Group,75,,1375,13.8,231602,0.23,0.9,0.576,6,-6.433,0,0.334,0.0023,0.0,0.148,0.417,77.983,135445,4,"atl hip hop, atl trap, rap, trap",2014-03-26
,Eyez,Drinks On Me,Warner Music Group,45,,817,8.2,258554,0.26,0.9,0.505,9,-10.815,1,0.318,0.552,1.13E-06,0.124,0.566,100.048,153900,4,"grime, uk hip hop",2002-04-13
,Cohen@Mushon,Kosher Gufani,Warner Music Group,15,,26,0.3,131977,0.13,0.8,0.633,1,-4.258,0,0.171,0.00751,0.0,0.108,0.453,95.023,153093,4,"israeli hip hop, israeli trap",2014-07-19
,Lil Skies,Ice Water (feat. Trippie Redd),Universal Music Group,66,,545,5.5,164777,0.16,0.7,0.671,4,-7.198,0,0.112,0.125,0.0,0.0954,0.446,160.028,180325,4,"melodic rap, pop rap, rap, trap",2014-08-18
,Drake,Wants and Needs (feat. Lil Baby),Warner Music Group,89,,1052,10.5,197194,0.20,0.6,0.449,1,-6.349,1,0.286,0.0618,2.17E-06,0.119,0.1,136.006,192956,4,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap",2020-09-19
,Queen Pen,Party Aint A Party,Atlantic Records,49,,54,0.5,175176,0.18,0.7,0.803,7,-6.445,1,0.202,0.0259,0.0,0.555,0.574,94.088,250200,4,"hip pop, lgbtq+ hip hop",2007-04-16
,Al-Doms,RAT RACE,EMI,34,,1471,14.7,238047,0.24,0.9,0.709,6,-4.302,0,0.249,0.011,0.0,0.133,0.382,141.002,182124,4,,2007-12-08
,Parvarim Refugeez,After Kikar Party,Warner Music Group,13,,796,8.0,141749,0.14,0.7,0.856,2,-6.896,1,0.105,0.0288,0.0,0.848,0.525,96.999,214987,4,,2000-10-26
,GirlzLuhDev,Dead Bro,Universal Music Group,38,,904,9.0,240838,0.24,0.8,0.618,1,-7.877,1,0.251,0.434,0.0,0.105,0.768,101.043,123564,4,,2013-10-07
,Andrew Broder,Bloodrush,Sony Music Entertainment,39,,433,4.3,108063,0.11,0.7,0.613,11,-10.16,0,0.261,0.0798,0.000137,0.108,0.294,130.113,203731,4,,2000-05-04
,AZ,How Ya Livin featuring Nas,Warner Music Group,51,,972,9.7,164946,0.16,0.8,0.508,9,-7.511,0,0.309,0.0634,0.0,0.0731,0.728,87.054,270733,4,"alternative hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop",2009-10-12
,Coi Leray,No More Parties,Universal Music Group,75,,914,9.1,252690,0.25,0.8,0.394,11,-10.073,1,0.559,0.253,0.0,0.12,0.715,157.0,192880,4,"r&b, trap queen, viral rap",2005-02-02
,Tuna,רוק 30,Sony Music Entertainment,45,,363,3.6,188276,0.19,0.5,0.841,3,-7.014,0,0.192,0.167,8.2E-06,0.0768,0.608,86.85,277241,4,"israeli hip hop, israeli pop",2007-02-13
,Run–D.M.C.,Beats to the Rhyme,Universal Music Group,38,,434,4.3,176394,0.18,0.8,0.828,6,-4.737,0,0.31,0.00384,0.0,0.204,0.538,103.176,160840,4,"east coast hip hop, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, queens hip hop, rap",2016-11-04
,YNW Melly,Thugged Out (feat. Kodak Black),EMI,66,,739,7.4,273823,0.27,0.7,0.597,1,-6.501,1,0.217,0.171,0.0,0.17,0.367,150.138,185992,4,"melodic rap, trap",2011-08-08
,YoungBoy Never Broke Again,White Teeth,EMI,68,,489,4.9,298995,0.30,0.6,0.66,3,-7.115,0,0.299,0.246,0.0,0.134,0.738,157.996,174684,4,"baton rouge rap, trap",2010-11-07
,Saweetie,Tap In,EMI,77,,794,7.9,299283,0.30,1.0,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,"cali rap, dance pop, pop, pop rap, post-teen pop, trap queen",2001-10-03
,Mike Crigs,Moving Fast (feat. Jared Anthony),Atlantic Records,40,,1111,11.1,181870,0.18,0.6,0.641,8,-6.187,1,0.037,0.227,0.0,0.104,0.665,124.953,144000,4,,2005-01-17
,Salt-N-Pepa,Shoop,Sony Music Entertainment,68,,147,1.5,206902,0.21,0.9,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,248573,4,"dance pop, girl group, golden age hip hop, hip hop, hip pop, old school hip hop, pop rap, queens hip hop, rap",2013-09-28
,Ravid Plotnik,מוזיקה טובה (נצי נצ),Atlantic Records,38,,275,2.8,124577,0.12,0.6,0.559,7,-6.751,1,0.181,0.128,0.0,0.167,0.648,85.444,201173,4,"israeli hip hop, israeli trap",2021-02-03
,Phora,This Weekend (feat. Ty Dolla $ign),Atlantic Records,57,,243,2.4,291213,0.29,0.6,0.517,3,-8.991,1,0.341,0.388,0.0,0.11,0.501,97.818,221575,4,"deep underground hip hop, oc rap, pop r&b, r&b",2013-07-27
,D Double E,Grinding Away,Universal Music Group,31,,1498,15.0,219021,0.22,0.5,0.775,3,-7.761,0,0.46,0.0462,0.0,0.173,0.907,61.024,210057,4,"bassline, grime, uk alternative hip hop, uk hip hop",2005-03-20
,Da Brat,Da B Side (feat. The Notorious B.I.G.),Sony Music Entertainment,56,,772,7.7,224106,0.22,0.8,0.61,8,-10.822,1,0.154,0.0204,4.76E-06,0.0454,0.566,99.01,223693,4,"chicago rap, gangster rap, hip hop, hip pop, new jack swing, pop rap, r&b, rap, urban contemporary",2002-04-07
,TOBi,Family Matters (feat. Flo Milli),Universal Music Group,52,,1364,13.6,139152,0.14,0.9,0.516,7,-11.038,0,0.273,0.434,0.0,0.125,0.478,126.046,217136,4,"canadian contemporary r&b, canadian hip hop",2011-07-27
,Bino Rideaux,Incredible (feat. Drakeo the Ruler),Atlantic Records,56,,834,8.3,299296,0.30,0.8,0.56,9,-6.135,1,0.216,0.0322,0.0,0.0675,0.232,96.04,153750,4,"cali rap, west coast trap",2009-11-01
,Lil Kim,Queen Bitch,Warner Music Group,48,,809,8.1,161286,0.16,0.8,0.773,2,-8.533,1,0.328,0.0732,0.102,0.105,0.844,85.658,197267,4,"dance pop, east coast hip hop, escape room, gangster rap, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",2018-02-09
,True God,Money Mitch,Atlantic Records,28,,547,5.5,228973,0.23,0.5,0.68,7,-9.297,0,0.483,0.342,0.0,0.325,0.522,172.771,234632,4,,2004-07-17
,Deema,CAN I?,Warner Music Group,43,,1189,11.9,128679,0.13,0.9,0.817,7,-6.495,1,0.143,0.144,0.0,0.045,0.755,106.01,165748,4,"indie hip hop, uk alternative hip hop",2011-03-13
,Kevin Ross,Real Black (feat. Voices for Change),Warner Music Group,33,,912,9.1,109979,0.11,0.7,0.462,4,-8.935,0,0.166,0.191,0.0,0.653,0.607,75.064,233836,4,"alternative r&b, chill r&b, indie r&b, pop r&b",2000-05-23
,FCG Heem,Shinin,BMG Rights Management,44,,838,8.4,289496,0.29,0.5,0.387,6,-11.51,0,0.409,0.0753,0.0,0.0485,0.461,84.112,186812,4,florida rap,2011-05-09
,Eminem,The Way I Am,EMI,71,,326,3.3,232650,0.23,0.8,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248,290427,4,"detroit hip hop, hip hop, rap",2006-08-03
,Tuna,אין בינינו חלל,BMG Rights Management,38,,327,3.3,219090,0.22,0.7,0.578,2,-7.502,1,0.0431,0.19,0.000585,0.43,0.275,131.004,217921,4,"israeli hip hop, israeli pop",2021-12-04
,Digable Planets,Where Im From,Universal Music Group,60,,89,0.9,236011,0.24,0.9,0.42,0,-18.246,0,0.279,0.188,0.00186,0.0668,0.706,98.304,275342,4,"afrofuturism, alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, jazz rap, psychedelic hip hop, rap",2012-11-22
,Pooh Shiesty,"Switch it Up (feat. G Herbo, No More Heroes)",Universal Music Group,0,,639,6.4,151849,0.15,0.4,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,168649,4,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2002-03-17
,Big Jade,Dem Girlz (with Erica Banks feat. Beatking),Sony Music Entertainment,52,,1341,13.4,198914,0.20,0.9,0.749,10,-3.965,0,0.224,0.0425,0.0,0.0879,0.47,142.985,189000,4,trap queen,2005-08-09
,Lil Mosey,Try Me,EMI,72,,1240,12.4,270490,0.27,0.9,0.471,2,-8.827,0,0.118,0.058,0.0,0.0991,0.372,95.02,141663,4,"melodic rap, rap, rap conscient, trap, vapor trap",2009-12-30
,Morrisson,Eastender,Warner Music Group,57,,238,2.4,158766,0.16,0.8,0.712,0,-7.1,1,0.278,0.104,0.0,0.0768,0.513,144.984,179560,4,"london rap, uk drill, uk hip hop",2013-06-14
,Saweetie,Fast (Motion),EMI,72,,889,8.9,194017,0.19,0.9,0.839,4,-3.193,1,0.082,0.156,0.0,0.132,0.71,117.032,170653,4,"cali rap, dance pop, pop, pop rap, post-teen pop, trap queen",2004-01-08
,Laney Keyz,What Love (feat. Calboy),Atlantic Records,51,,1483,14.8,169057,0.17,0.7,0.845,1,-2.892,1,0.0707,0.137,0.0,0.152,0.785,130.033,190093,4,,2021-07-23
,Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",Sony Music Entertainment,79,,1402,14.0,137251,0.14,0.5,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693,4,"dmv rap, pop, r&b, rap",2016-02-29
,LPB Poody,Batman,Universal Music Group,78,,1067,10.7,255928,0.26,0.9,0.565,1,-4.74,1,0.268,0.0754,0.0,0.0375,0.808,81.009,156432,4,florida rap,2013-07-30
,Young Stoner Life,Litty (feat. DaBaby),EMI,69,,559,5.6,179212,0.18,0.9,0.472,4,-9.837,1,0.307,0.0597,0.0,0.139,0.464,139.977,216053,4,"hip hop, rap, trap",2007-06-12
,DaBaby,Masterpiece,Atlantic Records,79,,15,0.2,224743,0.22,0.8,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,181714,4,"north carolina hip hop, rap",2015-08-15
,Just Geo,Shangralah,BMG Rights Management,9,,465,4.7,210948,0.21,0.7,0.508,1,-6.28,1,0.298,0.000495,0.0809,0.0685,0.804,94.385,236469,5,instrumental grime,2001-07-16
,Pop Smoke,Mood Swings (feat. Lil Tjay),Universal Music Group,84,,594,5.9,124023,0.12,0.5,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,213333,4,brooklyn drill,2003-02-25
,ALLBLACK,We Straight (feat. Vince Staples),Sony Music Entertainment,38,,1101,11.0,273918,0.27,0.9,0.709,1,-7.315,1,0.289,0.0666,0.0,0.141,0.746,102.031,254000,4,"cali rap, west coast trap",2013-02-06
,Yung Bleu,Thieves In Atlanta (feat. Coi Leray),Warner Music Group,59,,1473,14.7,189867,0.19,0.5,0.499,10,-7.968,1,0.104,0.672,0.0,0.122,0.581,170.012,192048,4,"alabama rap, pop r&b, trap",2010-01-23
,KURUPT FM,Suttin Like That - Instrumental,Sony Music Entertainment,22,,778,7.8,147846,0.15,0.8,0.599,11,-10.213,0,0.438,0.0391,0.948,0.294,0.496,70.051,154927,4,"grime, instrumental grime",2001-04-27
,Karolina,Lion,BMG Rights Management,19,,1417,14.2,272130,0.27,0.7,0.583,9,-7.309,1,0.321,0.154,5.02E-05,0.723,0.476,79.938,256707,4,"israeli indie, israeli pop",2011-03-30
,ShrekDiMC,Non Stop,Universal Music Group,11,,925,9.3,103383,0.10,0.7,0.535,9,-9.687,0,0.112,0.476,0.0,0.288,0.767,119.998,200000,4,"israeli hip hop, israeli trap",2020-04-26
,Tom The Mail Man,Forever,Universal Music Group,54,,1046,10.5,123125,0.12,0.7,0.563,10,-8.387,0,0.27,0.132,0.0,0.107,0.578,132.985,187669,4,"modern indie pop, sad rap",2016-09-12
,Wiley,Stormy Weather,Universal Music Group,12,,107,1.1,197939,0.20,0.7,0.606,5,-5.041,0,0.104,0.321,1.73E-06,0.108,0.748,133.86,174480,4,"dance pop, grime, house, pop dance, tropical house, uk dance, uk dancehall, uk hip hop",2013-04-24
,Crime Mob,Knuck If You Buck (feat. Lil Scrappy),Sony Music Entertainment,61,,76,0.8,234544,0.23,0.9,0.844,8,-4.946,1,0.311,0.0582,0.0,0.373,0.755,150.09,205120,4,"atl hip hop, crunk, dirty south rap, gangster rap, hip pop, pop rap, rap, southern hip hop, trap",2012-06-26
,Saweetie,Best Friend (feat. Doja Cat),Universal Music Group,89,,469,4.7,212223,0.21,0.8,0.766,4,-4.12,1,0.136,0.00302,3.61E-06,0.0684,0.402,94.018,155884,4,"cali rap, dance pop, pop, pop rap, post-teen pop, trap queen",2012-06-21
,AJ Tracey,Little More Love,Universal Music Group,72,,1317,13.2,157831,0.16,0.7,0.762,6,-6.623,1,0.114,0.199,9.89E-06,0.358,0.676,100.08,160000,4,"grime, uk hip hop, ukg revival",2002-10-18
,Kano,Ps and Qs,EMI,53,,575,5.8,271757,0.27,0.5,0.779,11,-6.625,0,0.382,0.085,0.000235,0.553,0.735,84.458,248107,5,"grime, uk alternative hip hop, uk hip hop",2018-11-04
,Jazzbois,Live & Direct - Live,BMG Rights Management,45,,890,8.9,118277,0.12,0.6,0.284,9,-14.867,0,0.179,0.567,0.0169,0.148,0.711,85.191,250000,4,modern jazz trio,2007-01-21
,Lil Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",Atlantic Records,55,,1105,11.1,154361,0.15,0.9,0.602,6,-10.162,0,0.32,0.0689,0.0,0.292,0.592,99.429,252520,4,"dance pop, east coast hip hop, escape room, gangster rap, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",2008-06-30
,Morray,Trenches,BMG Rights Management,58,,1172,11.7,153230,0.15,0.6,0.607,2,-8.066,1,0.47,0.00685,0.0,0.0786,0.403,161.796,193200,3,,2015-07-26
,Fredo Bang,Top (Remix) feat. Lil Durk,Sony Music Entertainment,70,,673,6.7,260021,0.26,0.5,0.674,5,-6.3,1,0.274,0.0657,0.0,0.1,0.468,98.642,158427,4,"baton rouge rap, trap",2012-05-22
,Big Ghost Ltd,Way We Move,EMI,44,,276,2.8,201467,0.20,0.5,0.694,1,-5.766,1,0.0745,0.447,0.0,0.341,0.219,79.94,194088,4,"alternative hip hop, boom bap, buffalo hip hop, underground hip hop",2019-02-18
,Mystikal,Danger (Been So Long) featuring Nivea,BMG Rights Management,54,,299,3.0,103219,0.10,0.9,0.861,7,-5.435,1,0.218,0.211,2.59E-05,0.0288,0.718,97.969,211400,4,"crunk, dirty south rap, gangster rap, hardcore hip hop, hip hop, hip pop, new orleans rap, pop rap, rap, southern hip hop, trap",2009-11-20
,Disturbing Tha Peace,Move Bitch,EMI,58,,782,7.8,129190,0.13,0.8,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,272293,4,"atl hip hop, dirty south rap, pop rap, southern hip hop",2002-06-27
,Juice WRLD,Real Shit (with benny blanco),EMI,74,,25,0.3,297792,0.30,0.7,0.703,1,-4.672,1,0.133,0.605,0.0,0.12,0.697,76.017,183783,4,"chicago rap, melodic rap",2012-08-13
,Lil Mosey,Enough,Sony Music Entertainment,66,,41,0.4,149307,0.15,0.7,0.338,6,-11.224,1,0.0412,0.598,0.0,0.105,0.401,100.996,159966,4,"melodic rap, rap, rap conscient, trap, vapor trap",2014-04-09
,payton,3AM,Warner Music Group,54,,234,2.3,189915,0.19,0.6,0.623,0,-7.316,1,0.0314,0.282,0.0,0.111,0.426,120.067,165030,4,social media pop,2010-03-01
,Reyanna Maria,So Pretty,Atlantic Records,71,,177,1.8,285915,0.29,0.8,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,85742,4,,2000-10-02
